day,week,month,year,day_of_week,is_weekend,Promo,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,StateHoliday_a,StateHoliday_b,StateHoliday_c,StateHoliday_none,Sales
2,40,10,2013,2,0,0,4178.0,4274.0,4249.0,5469.0,4257.714285714285,4115.785714285715,4370.107142857143,0,0,0,1,4001
4,40,10,2013,4,0,0,4001.0,4212.0,3685.0,5317.0,4434.142857142857,4241.642857142857,4374.75,0,0,0,1,5447
5,40,10,2013,5,1,0,5447.0,4481.0,3946.0,4195.0,4558.571428571428,4342.071428571428,4416.071428571428,0,0,0,1,5352
7,41,10,2013,0,0,1,5352.0,4669.0,3717.0,3928.0,4749.285714285715,4505.428571428572,4490.214285714285,0,0,0,1,6004
8,41,10,2013,1,0,1,6004.0,4175.0,3516.0,3343.0,4931.714285714285,4643.714285714285,4565.535714285715,0,0,0,1,5452
9,41,10,2013,2,0,1,5452.0,4088.0,3909.0,3883.0,5055.857142857143,4718.571428571428,4603.892857142857,0,0,0,1,4957
10,41,10,2013,3,0,1,4957.0,4178.0,4770.0,3836.0,5214.142857142857,4755.428571428572,4655.678571428572,0,0,0,1,5286
11,41,10,2013,4,0,1,5286.0,4001.0,4274.0,4663.0,5484.857142857143,4871.285714285715,4699.714285714285,0,0,0,1,5896
12,41,10,2013,5,1,0,5896.0,5447.0,4212.0,5893.0,5414.428571428572,4924.285714285715,4666.178571428572,0,0,0,1,4954
14,42,10,2013,0,0,0,4954.0,5352.0,4481.0,5403.0,5188.857142857143,4873.714285714285,4607.964285714285,0,0,0,1,3773
15,42,10,2013,1,0,0,3773.0,6004.0,4669.0,5103.0,4810.428571428572,4779.857142857143,4545.535714285715,0,0,0,1,3355
16,42,10,2013,2,0,0,3355.0,5452.0,4175.0,5079.0,4514.857142857143,4723.285714285715,4484.964285714285,0,0,0,1,3383
17,42,10,2013,3,0,0,3383.0,4957.0,4088.0,5187.0,4267.142857142857,4661.5,4414.821428571428,0,0,0,1,3223
18,42,10,2013,4,0,0,3223.0,5286.0,4178.0,4663.0,4021.4285714285716,4617.785714285715,4375.642857142857,0,0,0,1,3566
19,42,10,2013,5,1,0,3566.0,5896.0,4001.0,4249.0,3703.0,4593.928571428572,4354.857142857143,0,0,0,1,3667
21,43,10,2013,0,0,1,3667.0,4954.0,5447.0,3685.0,3717.4285714285716,4565.928571428572,4403.785714285715,0,0,0,1,5055
22,43,10,2013,1,0,1,5055.0,3773.0,5352.0,3946.0,3759.5714285714284,4474.214285714285,4408.142857142857,0,0,0,1,4068
23,43,10,2013,2,0,1,4068.0,3355.0,6004.0,3717.0,3939.1428571428573,4374.785714285715,4440.107142857143,0,0,0,1,4612
24,43,10,2013,3,0,1,4612.0,3383.0,5452.0,3516.0,4033.5714285714284,4274.214285714285,4458.964285714285,0,0,0,1,4044
25,43,10,2013,4,0,1,4044.0,3223.0,4957.0,3909.0,4226.428571428572,4246.785714285715,4482.678571428572,0,0,0,1,4573
26,43,10,2013,5,1,0,4573.0,3566.0,5286.0,4770.0,4338.0,4179.714285714285,4467.571428571428,0,0,0,1,4347
28,44,10,2013,0,0,0,4347.0,3667.0,5896.0,4274.0,4322.285714285715,4012.6428571428573,4441.964285714285,0,0,0,1,3557
29,44,10,2013,1,0,0,3557.0,5055.0,4954.0,4212.0,4134.0,3925.714285714286,4425.0,0,0,0,1,3737
30,44,10,2013,2,0,0,3737.0,4068.0,3773.0,4481.0,4141.285714285715,3950.4285714285716,4412.071428571428,0,0,0,1,4119
31,44,10,2013,3,0,0,4119.0,4612.0,3355.0,4669.0,4058.8571428571427,3999.0,4389.428571428572,0,0,0,1,4035
1,44,11,2013,4,0,0,4035.0,4044.0,3383.0,4175.0,4262.714285714285,4148.142857142857,4435.714285714285,0,0,0,1,5471
2,44,11,2013,5,1,0,5471.0,4573.0,3223.0,4088.0,4357.0,4291.714285714285,4476.607142857143,0,0,0,1,5233
4,45,11,2013,0,0,1,5233.0,4347.0,3566.0,4178.0,4573.285714285715,4455.642857142857,4536.714285714285,0,0,0,1,5861
5,45,11,2013,1,0,1,5861.0,3557.0,3667.0,4001.0,4829.142857142857,4575.714285714285,4584.821428571428,0,0,0,1,5348
6,45,11,2013,2,0,1,5348.0,3737.0,5055.0,5447.0,5091.285714285715,4612.642857142857,4589.285714285715,0,0,0,1,5572
7,45,11,2013,3,0,1,5572.0,4119.0,4068.0,5352.0,5218.428571428572,4679.857142857143,4577.035714285715,0,0,0,1,5009
8,45,11,2013,4,0,1,5009.0,4035.0,4612.0,6004.0,5390.857142857143,4724.857142857143,4549.821428571428,0,0,0,1,5242
9,45,11,2013,5,1,0,5242.0,5471.0,4044.0,5452.0,5278.0,4770.357142857143,4522.285714285715,0,0,0,1,4681
11,46,11,2013,0,0,0,4681.0,5233.0,4573.0,4957.0,5103.857142857143,4730.428571428572,4488.607142857143,0,0,0,1,4014
12,46,11,2013,1,0,0,4014.0,5861.0,4347.0,5286.0,4840.428571428572,4706.857142857143,4443.285714285715,0,0,0,1,4017
13,46,11,2013,2,0,0,4017.0,5348.0,3557.0,5896.0,4549.285714285715,4689.214285714285,4350.928571428572,0,0,0,1,3310
14,46,11,2013,3,0,0,3310.0,5572.0,3737.0,4954.0,4295.428571428572,4693.357142857143,4309.535714285715,0,0,0,1,3795
15,46,11,2013,4,0,0,3795.0,5009.0,4119.0,3773.0,4153.571428571428,4686.0,4318.214285714285,0,0,0,1,4016
16,46,11,2013,5,1,0,4016.0,5242.0,4035.0,3355.0,4129.142857142857,4760.0,4379.5,0,0,0,1,5071
18,47,11,2013,0,0,1,5071.0,4681.0,5471.0,3383.0,4307.142857142857,4792.571428571428,4470.357142857143,0,0,0,1,5927
19,47,11,2013,1,0,1,5927.0,4014.0,5233.0,3223.0,4468.428571428572,4786.142857142857,4538.928571428572,0,0,0,1,5143
20,47,11,2013,2,0,1,5143.0,4017.0,5861.0,3566.0,4599.714285714285,4720.071428571428,4587.857142857143,0,0,0,1,4936
21,47,11,2013,3,0,1,4936.0,3310.0,5348.0,3667.0,4787.285714285715,4668.285714285715,4622.0,0,0,0,1,4623
22,47,11,2013,4,0,1,4623.0,3795.0,5572.0,5055.0,4967.714285714285,4631.571428571428,4622.107142857143,0,0,0,1,5058
23,47,11,2013,5,1,0,5058.0,4016.0,5009.0,4068.0,5150.714285714285,4652.142857142857,4666.0,0,0,0,1,5297
25,48,11,2013,0,0,0,5297.0,5071.0,5242.0,4612.0,5083.428571428572,4606.285714285715,4665.571428571428,0,0,0,1,4600
26,48,11,2013,1,0,0,4600.0,5927.0,4681.0,4044.0,4836.857142857143,4572.0,4671.178571428572,0,0,0,1,4201
27,48,11,2013,2,0,0,4201.0,5143.0,4014.0,4573.0,4753.714285714285,4611.071428571428,4670.75,0,0,0,1,4561
28,48,11,2013,3,0,0,4561.0,4936.0,4017.0,4347.0,4707.714285714285,4653.714285714285,4680.285714285715,0,0,0,1,4614
29,48,11,2013,4,0,0,4614.0,4623.0,3310.0,3557.0,4850.571428571428,4818.928571428572,4754.071428571428,0,0,0,1,5623
30,48,11,2013,5,1,0,5623.0,5058.0,3795.0,3737.0,5038.428571428572,5003.071428571428,4848.214285714285,0,0,0,1,6373
2,49,12,2013,0,0,1,6373.0,5297.0,4016.0,4119.0,5273.571428571428,5212.142857142857,4949.071428571428,0,0,0,1,6943
3,49,12,2013,1,0,1,6943.0,4600.0,5071.0,4035.0,5515.428571428572,5299.428571428572,5029.714285714285,0,0,0,1,6293
4,49,12,2013,2,0,1,6293.0,4201.0,5927.0,5471.0,5727.857142857143,5282.357142857143,5037.464285714285,0,0,0,1,5688
5,49,12,2013,3,0,1,5688.0,4561.0,5143.0,5233.0,5889.285714285715,5321.5,5053.821428571428,0,0,0,1,5691
6,49,12,2013,4,0,1,5691.0,4614.0,4936.0,5861.0,6103.285714285715,5405.5,5062.785714285715,0,0,0,1,6112
7,49,12,2013,5,1,0,6112.0,5623.0,4623.0,5348.0,6128.428571428572,5489.5,5078.892857142857,0,0,0,1,5799
9,50,12,2013,0,0,0,5799.0,6373.0,5058.0,5572.0,5855.428571428572,5446.928571428572,5039.25,0,0,0,1,4462
10,50,12,2013,1,0,0,4462.0,6943.0,5297.0,5009.0,5467.571428571428,5370.571428571428,5011.357142857143,0,0,0,1,4228
11,50,12,2013,2,0,0,4228.0,6293.0,4600.0,5242.0,5183.0,5349.214285714285,4977.75,0,0,0,1,4301
12,50,12,2013,3,0,0,4301.0,5688.0,4201.0,4681.0,4952.428571428572,5340.142857142857,4956.071428571428,0,0,0,1,4074
13,50,12,2013,4,0,0,4074.0,5691.0,4561.0,4014.0,4811.285714285715,5350.285714285715,4980.678571428572,0,0,0,1,4703
14,50,12,2013,5,1,0,4703.0,6112.0,4614.0,4017.0,4812.285714285715,5457.785714285715,5055.75,0,0,0,1,6119
16,51,12,2013,0,0,1,6119.0,5799.0,5623.0,3310.0,5166.285714285715,5647.357142857143,5233.142857142857,0,0,0,1,8277
17,51,12,2013,1,0,1,8277.0,4462.0,6373.0,3795.0,5579.714285714285,5717.571428571428,5360.321428571428,0,0,0,1,7356
18,51,12,2013,2,0,1,7356.0,4228.0,6943.0,4016.0,6093.0,5780.285714285715,5496.214285714285,0,0,0,1,7821
19,51,12,2013,3,0,1,7821.0,4301.0,6293.0,5071.0,6448.285714285715,5815.642857142857,5557.535714285715,0,0,0,1,6788
20,51,12,2013,4,0,1,6788.0,4074.0,5688.0,5927.0,7068.285714285715,6010.357142857143,5646.357142857143,0,0,0,1,8414
21,51,12,2013,5,1,0,8414.0,4703.0,5691.0,5143.0,7545.428571428572,6178.357142857143,5749.928571428572,0,0,0,1,8043
23,52,12,2013,0,0,0,8043.0,6119.0,6112.0,4936.0,8032.428571428572,6422.357142857143,5913.928571428572,0,0,0,1,9528
24,52,12,2013,1,0,0,9528.0,8277.0,5799.0,4623.0,7307.714285714285,6237.0,5863.25,0,0,0,1,3204
27,52,12,2013,4,0,0,3204.0,7356.0,4462.0,5058.0,7129.714285714285,6354.714285714285,5900.821428571428,0,0,0,1,6110
28,52,12,2013,5,1,0,6110.0,7821.0,4228.0,5297.0,6820.857142857143,6456.928571428572,5913.75,0,0,0,1,5659
30,1,12,2013,0,0,0,5659.0,6788.0,4301.0,4600.0,6878.714285714285,6663.5,6006.357142857143,0,0,0,1,7193
31,1,12,2013,1,0,0,7193.0,8414.0,4074.0,4201.0,6014.142857142857,6541.214285714285,5940.678571428572,0,0,0,1,2362
2,1,1,2014,3,0,0,2362.0,8043.0,4703.0,4561.0,5575.0,6560.214285714285,5955.25,0,0,0,1,4969
3,1,1,2014,4,0,0,4969.0,9528.0,6119.0,4614.0,4812.428571428572,6422.428571428572,5940.107142857143,0,0,0,1,4190
4,1,1,2014,5,1,0,4190.0,3204.0,8277.0,5623.0,5093.714285714285,6200.714285714285,5924.035714285715,0,0,0,1,5173
6,2,1,2014,0,0,1,5173.0,6110.0,7356.0,6373.0,5105.714285714285,6117.714285714285,5917.642857142857,0,0,0,1,6194
7,2,1,2014,1,0,1,6194.0,5659.0,7821.0,6943.0,5088.571428571428,5954.714285714285,5867.5,0,0,0,1,5539
8,2,1,2014,2,0,1,5539.0,7193.0,6788.0,6293.0,4765.428571428572,5822.071428571428,5818.857142857143,0,0,0,1,4931
9,2,1,2014,3,0,1,4931.0,2362.0,8414.0,5688.0,5056.0,5535.071428571428,5772.714285714285,0,0,0,1,4396
10,2,1,2014,4,0,1,4396.0,4969.0,8043.0,5691.0,4987.0,5281.0,5729.678571428572,0,0,0,1,4486
11,2,1,2014,5,1,0,4486.0,4190.0,9528.0,6112.0,5024.714285714285,4918.571428571428,5670.464285714285,0,0,0,1,4454
13,3,1,2014,0,0,0,4454.0,5173.0,3204.0,5799.0,4856.285714285715,4975.0,5606.0,0,0,0,1,3994
14,3,1,2014,1,0,0,3994.0,6194.0,6110.0,4462.0,4488.714285714285,4797.214285714285,5575.964285714285,0,0,0,1,3621
15,3,1,2014,2,0,0,3621.0,5539.0,5659.0,4228.0,4236.857142857143,4662.714285714285,5559.821428571428,0,0,0,1,3776
16,3,1,2014,3,0,0,3776.0,4931.0,7193.0,4301.0,4051.285714285714,4408.357142857143,5535.928571428572,0,0,0,1,3632
17,3,1,2014,4,0,0,3632.0,4396.0,2362.0,4074.0,3966.5714285714284,4511.285714285715,5526.25,0,0,0,1,3803
18,3,1,2014,5,1,0,3803.0,4486.0,4969.0,4703.0,4058.285714285714,4522.642857142857,5541.428571428572,0,0,0,1,5128
20,4,1,2014,0,0,1,5128.0,4454.0,4190.0,6119.0,4300.285714285715,4662.5,5542.464285714285,0,0,0,1,6148
21,4,1,2014,1,0,1,6148.0,3994.0,5173.0,8277.0,4465.571428571428,4660.928571428572,5430.821428571428,0,0,0,1,5151
22,4,1,2014,2,0,1,5151.0,3621.0,6194.0,7356.0,4600.0,4544.357142857143,5331.035714285715,0,0,0,1,4562
23,4,1,2014,3,0,1,4562.0,3776.0,5539.0,7821.0,4717.285714285715,4477.071428571428,5215.892857142857,0,0,0,1,4597
24,4,1,2014,4,0,1,4597.0,3632.0,4931.0,6788.0,4926.714285714285,4489.0,5155.535714285715,0,0,0,1,5098
25,4,1,2014,5,1,0,5098.0,3803.0,4396.0,8414.0,5032.857142857143,4499.714285714285,5017.392857142857,0,0,0,1,4546
27,5,1,2014,0,0,0,4546.0,5128.0,4486.0,8043.0,4814.714285714285,4436.5,4858.75,0,0,0,1,3601
28,5,1,2014,1,0,0,3601.0,6148.0,4454.0,9528.0,4448.0,4374.142857142857,4646.357142857143,0,0,0,1,3581
29,5,1,2014,2,0,0,3581.0,5151.0,3994.0,3204.0,4253.428571428572,4359.5,4667.25,0,0,0,1,3789
30,5,1,2014,3,0,0,3789.0,4562.0,3621.0,6110.0,4251.571428571428,4425.785714285715,4611.5,0,0,0,1,4549
31,5,1,2014,4,0,0,4549.0,4597.0,3776.0,5659.0,4295.714285714285,4506.5,4584.607142857143,0,0,0,1,4906
1,5,2,2014,5,1,0,4906.0,5098.0,3632.0,7193.0,4323.428571428572,4625.071428571428,4516.714285714285,0,0,0,1,5292
3,6,2,2014,0,0,1,5292.0,4546.0,3803.0,2362.0,4508.142857142857,4770.5,4640.892857142857,0,0,0,1,5839
4,6,2,2014,1,0,1,5839.0,3601.0,5128.0,4969.0,4785.142857142857,4799.928571428572,4661.285714285715,0,0,0,1,5540
5,6,2,2014,2,0,1,5540.0,3581.0,6148.0,4190.0,4992.285714285715,4720.142857142857,4691.321428571428,0,0,0,1,5031
6,6,2,2014,3,0,1,5031.0,3789.0,5151.0,5173.0,5140.0,4696.714285714285,4678.821428571428,0,0,0,1,4823
7,6,2,2014,4,0,1,4823.0,4549.0,4562.0,6194.0,5289.571428571428,4770.571428571428,4657.464285714285,0,0,0,1,5596
8,6,2,2014,5,1,0,5596.0,4906.0,4597.0,5539.0,5263.857142857143,4779.785714285715,4628.428571428572,0,0,0,1,4726
10,7,2,2014,0,0,0,4726.0,5292.0,5098.0,4931.0,5020.857142857143,4672.142857142857,4580.571428571428,0,0,0,1,3591
11,7,2,2014,1,0,0,3591.0,5839.0,4546.0,4396.0,4681.142857142857,4594.642857142857,4547.178571428572,0,0,0,1,3461
12,7,2,2014,2,0,0,3461.0,5540.0,3601.0,4486.0,4412.857142857143,4599.0,4517.75,0,0,0,1,3662
13,7,2,2014,3,0,0,3662.0,5031.0,3581.0,4454.0,4213.857142857143,4603.071428571428,4488.607142857143,0,0,0,1,3638
14,7,2,2014,4,0,0,3638.0,4823.0,3789.0,3994.0,4188.714285714285,4664.357142857143,4511.928571428572,0,0,0,1,4647
15,7,2,2014,5,1,0,4647.0,5596.0,4549.0,3621.0,4140.428571428572,4715.0,4570.392857142857,0,0,0,1,5258
17,8,2,2014,0,0,1,5258.0,4726.0,4906.0,3776.0,4235.714285714285,4749.785714285715,4628.142857142857,0,0,0,1,5393
18,8,2,2014,1,0,1,5393.0,3591.0,5292.0,3632.0,4380.142857142857,4700.5,4662.785714285715,0,0,0,1,4602
19,8,2,2014,2,0,1,4602.0,3461.0,5839.0,3803.0,4590.714285714285,4635.928571428572,4703.214285714285,0,0,0,1,4935
20,8,2,2014,3,0,1,4935.0,3662.0,5540.0,5128.0,4719.428571428572,4566.142857142857,4683.035714285715,0,0,0,1,4563
21,8,2,2014,4,0,1,4563.0,3638.0,5031.0,6148.0,4875.0,4544.428571428572,4632.285714285715,0,0,0,1,4727
22,8,2,2014,5,1,0,4727.0,4647.0,4823.0,5151.0,4899.714285714285,4544.214285714285,4620.464285714285,0,0,0,1,4820
24,9,2,2014,0,0,0,4820.0,5258.0,5596.0,4562.0,4695.142857142857,4417.785714285715,4594.178571428572,0,0,0,1,3826
25,9,2,2014,1,0,0,3826.0,5393.0,4726.0,4597.0,4424.571428571428,4330.142857142857,4554.964285714285,0,0,0,1,3499
26,9,2,2014,2,0,0,3499.0,4602.0,3591.0,5098.0,4354.0,4367.071428571428,4519.607142857143,0,0,0,1,4108
27,9,2,2014,3,0,0,4108.0,4935.0,3461.0,4546.0,4195.571428571428,4393.142857142857,4493.892857142857,0,0,0,1,3826
28,9,2,2014,4,0,0,3826.0,4563.0,3662.0,3601.0,4262.428571428572,4490.928571428572,4544.964285714285,0,0,0,1,5031
1,9,3,2014,5,1,0,5031.0,4727.0,3638.0,3581.0,4345.285714285715,4610.142857142857,4606.607142857143,0,0,0,1,5307
3,10,3,2014,0,0,1,5307.0,4820.0,4647.0,3789.0,4542.142857142857,4720.928571428572,4692.642857142857,0,0,0,1,6198
4,10,3,2014,1,0,1,6198.0,3826.0,5258.0,4549.0,4766.571428571428,4730.857142857143,4722.928571428572,0,0,0,1,5397
5,10,3,2014,2,0,1,5397.0,3499.0,5393.0,4906.0,4969.0,4696.785714285715,4723.285714285715,0,0,0,1,4916
6,10,3,2014,3,0,1,4916.0,4108.0,4602.0,5292.0,5037.142857142857,4695.571428571428,4698.035714285715,0,0,0,1,4585
7,10,3,2014,4,0,1,4585.0,3826.0,4935.0,5839.0,5253.428571428572,4724.5,4680.214285714285,0,0,0,1,5340
8,10,3,2014,5,1,0,5340.0,5031.0,4563.0,5540.0,5163.285714285715,4712.857142857143,4639.5,0,0,0,1,4400
10,11,3,2014,0,0,0,4400.0,5307.0,4727.0,5031.0,4915.571428571428,4630.428571428572,4587.428571428572,0,0,0,1,3573
11,11,3,2014,1,0,0,3573.0,6198.0,4820.0,4823.0,4542.714285714285,4542.428571428572,4543.321428571428,0,0,0,1,3588
12,11,3,2014,2,0,0,3588.0,5397.0,3826.0,5596.0,4315.285714285715,4540.928571428572,4479.357142857143,0,0,0,1,3805
13,11,3,2014,3,0,0,3805.0,4916.0,3499.0,4726.0,4073.5714285714284,4521.285714285715,4425.714285714285,0,0,0,1,3224
14,11,3,2014,4,0,0,3224.0,4585.0,4108.0,3591.0,3973.285714285714,4505.214285714285,4436.142857142857,0,0,0,1,3883
15,11,3,2014,5,1,0,3883.0,5340.0,3826.0,3461.0,3930.714285714286,4592.071428571428,4492.607142857143,0,0,0,1,5042
17,12,3,2014,0,0,1,5042.0,4400.0,5031.0,3662.0,4096.857142857143,4630.071428571428,4560.5,0,0,0,1,5563
18,12,3,2014,1,0,1,5563.0,3573.0,5307.0,3638.0,4329.285714285715,4622.428571428572,4616.285714285715,0,0,0,1,5200
19,12,3,2014,2,0,1,5200.0,3588.0,6198.0,4647.0,4393.285714285715,4468.0,4594.464285714285,0,0,0,1,4036
20,12,3,2014,3,0,1,4036.0,3805.0,5397.0,5258.0,4424.428571428572,4369.857142857143,4550.357142857143,0,0,0,1,4023
21,12,3,2014,4,0,1,4023.0,3224.0,4916.0,5393.0,4608.142857142857,4340.857142857143,4518.821428571428,0,0,0,1,4510
22,12,3,2014,5,1,0,4510.0,3883.0,4585.0,4602.0,4802.142857142857,4387.714285714285,4541.642857142857,0,0,0,1,5241
24,13,3,2014,0,0,0,5241.0,5042.0,5340.0,4935.0,4631.857142857143,4281.285714285715,4502.892857142857,0,0,0,1,3850
25,13,3,2014,1,0,0,3850.0,5563.0,4400.0,4563.0,4285.142857142857,4191.0,4451.928571428572,0,0,0,1,3136
26,13,3,2014,2,0,0,3136.0,5200.0,3573.0,4727.0,4003.0,4166.142857142857,4398.285714285715,0,0,0,1,3225
27,13,3,2014,3,0,0,3225.0,4036.0,3588.0,4820.0,3976.0,4184.642857142857,4363.535714285715,0,0,0,1,3847
28,13,3,2014,4,0,0,3847.0,4023.0,3805.0,3826.0,3970.8571428571427,4197.642857142857,4369.285714285715,0,0,0,1,3987
29,13,3,2014,5,1,0,3987.0,4510.0,3224.0,3499.0,3981.285714285714,4294.714285714285,4408.0,0,0,0,1,4583
31,14,3,2014,0,0,1,4583.0,5241.0,3883.0,4108.0,4090.8571428571427,4446.5,4475.857142857143,0,0,0,1,6008
1,14,4,2014,1,0,1,6008.0,3850.0,5042.0,3826.0,4313.285714285715,4472.571428571428,4532.321428571428,0,0,0,1,5407
2,14,4,2014,2,0,1,5407.0,3136.0,5563.0,5031.0,4555.857142857143,4420.5,4525.285714285715,0,0,0,1,4834
3,14,4,2014,3,0,1,4834.0,3225.0,5200.0,5307.0,4746.0,4374.5,4498.464285714285,0,0,0,1,4556
4,14,4,2014,4,0,1,4556.0,3847.0,4036.0,6198.0,4873.285714285715,4424.642857142857,4446.321428571428,0,0,0,1,4738
5,14,4,2014,5,1,0,4738.0,3987.0,4023.0,5397.0,4960.714285714285,4465.785714285715,4417.821428571428,0,0,0,1,4599
7,15,4,2014,0,0,0,4599.0,4583.0,4510.0,4916.0,4841.857142857143,4411.571428571428,4376.214285714285,0,0,0,1,3751
8,15,4,2014,1,0,0,3751.0,6008.0,5241.0,4585.0,4553.571428571428,4322.214285714285,4354.964285714285,0,0,0,1,3990
9,15,4,2014,2,0,0,3990.0,5407.0,3850.0,5340.0,4341.0,4327.142857142857,4304.214285714285,0,0,0,1,3919
10,15,4,2014,3,0,0,3919.0,4834.0,3136.0,4400.0,4214.428571428572,4385.142857142857,4288.071428571428,0,0,0,1,3948
11,15,4,2014,4,0,0,3948.0,4556.0,3225.0,3573.0,4096.857142857143,4421.428571428572,4293.785714285715,0,0,0,1,3733
12,15,4,2014,5,1,0,3733.0,4738.0,3847.0,3588.0,4053.5714285714284,4463.428571428572,4324.035714285715,0,0,0,1,4435
14,16,4,2014,0,0,1,4435.0,4599.0,3987.0,3805.0,4368.428571428572,4664.571428571428,4431.107142857143,0,0,0,1,6803
15,16,4,2014,1,0,1,6803.0,3751.0,4583.0,3224.0,4717.714285714285,4779.785714285715,4537.25,0,0,0,1,6196
16,16,4,2014,2,0,1,6196.0,3990.0,6008.0,3883.0,5059.285714285715,4806.428571428572,4626.464285714285,0,0,0,1,6381
17,16,4,2014,3,0,1,6381.0,3919.0,5407.0,5042.0,5379.428571428572,4860.214285714285,4666.392857142857,0,0,0,1,6160
19,16,4,2014,5,1,0,6160.0,3948.0,4834.0,5563.0,5654.142857142857,4934.285714285715,4677.392857142857,0,0,0,1,5871
22,17,4,2014,1,0,0,5871.0,3733.0,4556.0,5200.0,5711.285714285715,4904.071428571428,4639.285714285715,0,0,0,1,4133
23,17,4,2014,2,0,0,4133.0,4435.0,4738.0,4036.0,5575.142857142857,4814.357142857143,4619.5,0,0,0,1,3482
24,17,4,2014,3,0,0,3482.0,6803.0,4599.0,4023.0,5085.571428571428,4727.0,4596.392857142857,0,0,0,1,3376
25,17,4,2014,4,0,0,3376.0,6196.0,3751.0,4510.0,4730.428571428572,4724.071428571428,4567.821428571428,0,0,0,1,3710
26,17,4,2014,5,1,0,3710.0,6381.0,3990.0,5241.0,4388.714285714285,4724.0,4523.107142857143,0,0,0,1,3989
28,18,4,2014,0,0,1,3989.0,6160.0,3919.0,3850.0,4292.714285714285,4836.071428571428,4581.607142857143,0,0,0,1,5488
29,18,4,2014,1,0,1,5488.0,5871.0,3948.0,3136.0,4300.142857142857,4977.142857142857,4681.142857142857,0,0,0,1,5923
30,18,4,2014,2,0,1,5923.0,4133.0,3733.0,3225.0,4548.285714285715,5129.785714285715,4775.607142857143,0,0,0,1,5870
2,18,5,2014,4,0,1,5870.0,3482.0,4435.0,3847.0,5020.857142857143,5298.0,4880.714285714285,0,0,0,1,6790
3,18,5,2014,5,1,0,6790.0,3376.0,6803.0,3987.0,5324.0,5204.785714285715,4934.678571428572,0,0,0,1,5498
5,19,5,2014,0,0,1,5498.0,3710.0,6196.0,4583.0,5554.714285714285,5142.571428571428,4961.178571428572,0,0,0,1,5325
6,19,5,2014,1,0,1,5325.0,3989.0,6381.0,6008.0,5707.0,5047.857142857143,4927.142857142857,0,0,0,1,5055
7,19,5,2014,2,0,1,5055.0,5488.0,6160.0,5407.0,5648.0,4970.357142857143,4915.285714285715,0,0,0,1,5075
8,19,5,2014,3,0,1,5075.0,5923.0,5871.0,4834.0,5547.857142857143,4924.0,4929.142857142857,0,0,0,1,5222
9,19,5,2014,4,0,1,5222.0,5870.0,4133.0,4556.0,5457.428571428572,5002.857142857143,4953.464285714285,0,0,0,1,5237
10,19,5,2014,5,1,0,5237.0,6790.0,3482.0,4738.0,5344.0,5182.428571428572,4998.392857142857,0,0,0,1,5996
12,20,5,2014,0,0,0,5996.0,5498.0,3376.0,4599.0,5123.857142857143,5223.928571428572,4975.464285714285,0,0,0,1,3957
13,20,5,2014,1,0,0,3957.0,5325.0,3710.0,3751.0,4868.142857142857,5211.428571428572,4967.75,0,0,0,1,3535
14,20,5,2014,2,0,0,3535.0,5055.0,3989.0,3990.0,4676.0,5191.5,4957.75,0,0,0,1,3710
15,20,5,2014,3,0,0,3710.0,5075.0,5488.0,3919.0,4463.714285714285,5055.857142857143,4945.964285714285,0,0,0,1,3589
16,20,5,2014,4,0,0,3589.0,5222.0,5923.0,3948.0,4269.571428571428,4908.714285714285,4942.928571428572,0,0,0,1,3863
17,20,5,2014,5,1,0,3863.0,5237.0,5870.0,3733.0,4062.1428571428573,4759.785714285715,4944.785714285715,0,0,0,1,3785
19,21,5,2014,0,0,1,3785.0,5996.0,6790.0,4435.0,4010.8571428571427,4677.428571428572,4987.714285714285,0,0,0,1,5637
20,21,5,2014,1,0,1,5637.0,3957.0,5498.0,6803.0,4146.857142857143,4635.357142857143,4920.071428571428,0,0,0,1,4909
21,21,5,2014,2,0,1,4909.0,3535.0,5325.0,6196.0,4255.857142857143,4562.0,4852.285714285715,0,0,0,1,4298
22,21,5,2014,3,0,1,4298.0,3710.0,5055.0,6381.0,4268.857142857143,4472.428571428572,4760.142857142857,0,0,0,1,3801
23,21,5,2014,4,0,1,3801.0,3589.0,5075.0,6160.0,4465.857142857143,4464.785714285715,4717.571428571428,0,0,0,1,4968
24,21,5,2014,5,1,0,4968.0,3863.0,5222.0,5871.0,4567.428571428572,4418.5,4671.25,0,0,0,1,4574
26,22,5,2014,0,0,0,4574.0,3785.0,5237.0,4133.0,4585.571428571428,4323.857142857143,4663.357142857143,0,0,0,1,3912
27,22,5,2014,1,0,0,3912.0,5637.0,5996.0,3482.0,4347.571428571428,4179.214285714285,4680.821428571428,0,0,0,1,3971
28,22,5,2014,2,0,0,3971.0,4909.0,3957.0,3376.0,4305.714285714285,4226.285714285715,4725.107142857143,0,0,0,1,4616
30,22,5,2014,4,0,0,4616.0,4298.0,3535.0,3710.0,4464.142857142857,4360.0,4785.714285714285,0,0,0,1,5407
31,22,5,2014,5,1,0,5407.0,3801.0,3710.0,3989.0,4633.285714285715,4451.071428571428,4821.285714285715,0,0,0,1,4985
2,23,6,2014,0,0,1,4985.0,4968.0,3589.0,5488.0,4790.857142857143,4628.357142857143,4842.107142857143,0,0,0,1,6071
